Death Assassin Cyclops,85
Snow Monk Griffin,85
Dark Rogue Goblin,85
Earth Thief Goblin,85
Dark Monk Orc,85
Aura King Griffin,85
Dark Queen Hydra,85
Snow Thief Hydra,85
Death Lord Orc,85
Death Queen Kraken,85
Death Thief Kraken,85
Light Knight Kraken,85
Snow Rogue Griffin,85
Death Lord Hydra,85
Frozen Priest Orc,85
Dark Assassin Orc,84
Irate Lunar Alacrity,84
Snow Assassin Cyclops,84
Instant Sorrow Shrink,84
Snow Warrior Cyclops,84
Earth Queen Hydra,84
Death Monk Cyclops,84
Snow Lord Kraken,84
Dark Knight Cyclops,84
Dark King Cyclops,84
Death King Kraken,84
Earth Lord Goblin,84
Death Thief Griffin,84
Light Lord Goblin,84
Light Merchant Goblin,83
Snow Fighter Orc,83
Aura King Cyclops,83
Light Merchant Hydra,83
Frozen Monk Hydra,83
Snow Monk Hydra,83
Death King Cyclops,83
Light Monk Griffin,83
Frozen Fighter Hydra,83
Ardent Life Haste,83
Light Fighter Griffin,83
Light Monk Cyclops,83
Death Monk Kraken,83
Dark Monk Kraken,83
Snow Assassin Kraken,83
Frozen Undead Hydra,83
Frozen Lord Kraken,83
Snow Assassin Hydra,83
Light Warrior Goblin,83
Earth Rogue Goblin,83
Death Warrior Hydra,83
Clever Corpse Lethargy,82
Death Queen Cyclops,82
Empyrean Corpse Age,82
Dark Fighter Orc,82
Death Knight Goblin,82
Death Priest Goblin,82
Light Thief Hydra,82
Frozen Assassin Cyclops,82
Light King Hydra,82
Aura Assassin Cyclops,82
Earth Priest Cyclops,82
Dark Thief Hydra,82
Light Monk Goblin,82
Frozen Undead Cyclops,82
Frozen Fighter Kraken,81
Aura Queen Orc,81
Dark Knight Hydra,81
Empyrean Miracle Firebreath,81
Light Lord Cyclops,81
Mighty Nimble Invert,81
Light Queen Griffin,81
Light King Goblin,81
Light Monk Hydra,81
Frozen Queen Orc,81
Death Fighter Kraken,81
Light Merchant Kraken,81
Frozen Assassin Hydra,81
Earth Queen Kraken,81
Dark Warrior Goblin,81
Frozen Queen Cyclops,81
Aura Fighter Griffin,81
Aura Merchant Orc,81
Clever Shimmering Lethargy,80
Death Knight Orc,80
Death Merchant Orc,80
Aura Thief Kraken,80
Death Priest Kraken,80
Empyrean Cataclysmic Firebreath,80
Aura Rogue Orc,80
Dark Monk Cyclops,80
Light King Griffin,80
Irate Dark Alacrity,80
Death Rogue Cyclops,80
Light Assassin Goblin,80
Clever Victory Haste,80
Frozen Priest Goblin,80
Aura Undead Hydra,80
Death King Goblin,80
Earth Lord Hydra,80
Snow Priest Cyclops,80
Snow Merchant Griffin,79
Earth King Cyclops,79
Snow Warrior Orc,79
Snow Assassin Goblin,79
Death Queen Orc,79
Aura King Hydra,79
Earth Merchant Orc,79
Potent Frigid Drain,79
Dark Queen Goblin,79
Light Thief Orc,79
Snow Rogue Kraken,79
Light Rogue Orc,79
Instant Chimeric Shrink,79
Earth Rogue Orc,79
Aura Assassin Goblin,79
Dark Queen Griffin,79
Dark Thief Orc,79
Light Fighter Cyclops,79
Zealous Miracle Alacrity,79
Dark Merchant Griffin,79
Ardent Grim Haste,79
Potent Oblivion Drain,79
Light Warrior Kraken,79
Earth Priest Griffin,79
Frozen King Griffin,79
Snow King Goblin,79
Death Lord Goblin,79
Aura Knight Orc,79
Earth Thief Orc,79
Death Thief Orc,79
Earth Lord Cyclops,78
Irate Grim Blight,78
Aura Rogue Cyclops,78
Dark Fighter Goblin,78
Dire Life Shade,78
Snow Queen Cyclops,78
Death Rogue Hydra,78
Dark Merchant Kraken,78
Earth King Goblin,78
Frozen King Hydra,78
Dire Lunar Firebreath,78
Light Lord Hydra,78
Dark Lord Orc,78
Death Merchant Kraken,78
Earth Merchant Hydra,78
Aura Warrior Kraken,78
Frozen Knight Kraken,78
Dire Grim Shade,78
Dark King Goblin,78
Mighty Lunar Flight,78
Dark Fighter Griffin,78
Dark Assassin Kraken,77
Snow Rogue Orc,77
Death Queen Goblin,77
Irate Miracle Alacrity,77
Dark Merchant Cyclops,77
Frozen Lord Cyclops,77
Empyrean Nimble Shade,77
Dark Priest Kraken,77
Snow Lord Orc,77
Light Undead Goblin,77
Empyrean Forged Age,77
Light Priest Goblin,77
Aura Queen Griffin,77
Clever Chimeric Shield,77
Dark Queen Kraken,77
Urgent Sorrow Flight,77
Earth Knight Goblin,77
Dark Assassin Cyclops,77
Aura Assassin Hydra,77
Aura Knight Griffin,77
Snow Queen Orc,77
Dark Warrior Griffin,77
Earth Queen Griffin,77
Dark King Orc,77
Snow Rogue Hydra,77
Dark Warrior Hydra,77
Frozen Rogue Goblin,77
Light Assassin Hydra,77
Ardent Oblivion Haste,77
Earth Priest Orc,77
Death Lord Cyclops,77
Dark Knight Griffin,76
Light Rogue Kraken,76
Light Queen Goblin,76
Frozen Merchant Griffin,76
Death Priest Griffin,76
Dark Monk Goblin,76
Mighty Sorrow Flight,76
Dark Priest Griffin,76
Instant Nature Strength,76
Dark Rogue Hydra,76
Dark Lord Goblin,76
Instant Life Drain,76
Aura Priest Griffin,76
Earth Warrior Orc,76
Earth Knight Orc,76
Aura Merchant Kraken,76
Urgent Gloom Flight,76
Zealous Frigid Blight,76
Dark Thief Kraken,76
Frozen Priest Griffin,76
Ardent Nature Lethargy,75
Potent Miracle Shrink,75
Earth Monk Hydra,75
Aura Warrior Cyclops,75
Death Warrior Griffin,75
Aura Rogue Hydra,75
Empyrean Oblivion Shade,75
Snow King Kraken,75
Urgent Corpse Agony,75
Snow Undead Goblin,75
Dark Priest Hydra,75
Dark Monk Hydra,75
Earth Lord Griffin,75
Frozen Queen Goblin,75
Ardent Miracle Shield,75
Light Knight Griffin,75
Snow Priest Goblin,75
Aura Monk Cyclops,75
Snow Merchant Goblin,75
Earth Monk Orc,75
Dark Priest Orc,75
Ardent Forged Lethargy,75
Frozen Merchant Orc,75
Death Lord Kraken,75
Frozen King Kraken,75
Instant Nimble Drain,75
Dark Rogue Orc,75
Zealous Apocalypse Blight,75
Earth Undead Kraken,75
Earth Fighter Griffin,75
Snow Undead Hydra,75
Aura Thief Orc,75
Dark Lord Hydra,74
Dark Undead Kraken,74
Aura Priest Goblin,74
Frozen Monk Cyclops,74
Snow Knight Griffin,74
Aura Lord Griffin,74
Irate Apocalypse Blight,74
Snow Warrior Goblin,74
Snow Queen Griffin,74
Instant Frigid Drain,74
Frozen Assassin Goblin,74
Dark Warrior Kraken,74
Death King Griffin,74
Light Rogue Cyclops,74
Frozen Monk Orc,74
Death Assassin Orc,74
Frozen Warrior Hydra,74
Death Priest Hydra,74
Clever Oblivion Haste,74
Death Rogue Griffin,74
Irate Victory Blight,74
Mighty Chimeric Flight,74
Potent Chimeric Shrink,74
Aura Warrior Griffin,74
Aura Assassin Griffin,74
Frozen Thief Hydra,74
Frozen Assassin Kraken,74
Frozen Rogue Kraken,74
Light Rogue Griffin,74
Light Knight Orc,74
Light Undead Hydra,74
Snow Merchant Cyclops,74
Death Knight Griffin,74
Aura Warrior Orc,74
Dire Forged Age,74
Earth Thief Hydra,74
Light King Cyclops,74
Frozen Fighter Orc,74
Aura Fighter Cyclops,73
Snow Queen Kraken,73
Frozen Priest Cyclops,73
Death Queen Hydra,73
Earth Fighter Orc,73
Dark Assassin Griffin,73
Instant Oblivion Drain,73
Death Undead Cyclops,73
Dark Thief Cyclops,73
Aura Monk Goblin,73
Frozen Lord Hydra,73
Mighty Necro Agony,73
Snow Undead Griffin,73
Earth Rogue Hydra,73
Light Undead Kraken,73
Earth Fighter Hydra,73
Frozen Lord Orc,73
Frozen Monk Goblin,73
Mighty Forged Agony,73
Frozen Fighter Griffin,73
Frozen Thief Kraken,73
Death Rogue Goblin,73
Dark Fighter Cyclops,73
Frozen Merchant Hydra,73
Snow Fighter Kraken,73
Snow Fighter Goblin,73
Empyrean Shimmering Age,73
Frozen Fighter Cyclops,73
Dark Undead Cyclops,73
Snow Queen Goblin,73
Death Queen Griffin,73
Snow Fighter Cyclops,72
Aura Thief Goblin,72
Frozen Merchant Goblin,72
Potent Apocalypse Drain,72
Frozen Rogue Orc,72
Potent Sorrow Shrink,72
Empyrean Chimeric Firebreath,72
Frozen Warrior Griffin,72
Light Assassin Cyclops,72
Dark Priest Goblin,72
Light Priest Hydra,72
Death Fighter Goblin,72
Dark Thief Goblin,72
Earth Assassin Orc,72
Frozen Thief Griffin,72
Dark Assassin Hydra,72
Aura Thief Hydra,72
Snow Thief Kraken,72
Earth Knight Griffin,72
Snow Priest Hydra,72
Death Undead Orc,72
Ardent Sorrow Shield,72
Snow Knight Orc,72
Light Fighter Orc,72
Snow King Hydra,72
Earth Monk Kraken,72
Instant Gloom Shrink,72
Mighty Life Invert,72
Death Knight Kraken,72
Aura Assassin Orc,72
Death Assassin Goblin,72
Frozen Undead Kraken,72
Dark Lord Cyclops,72
Dark Rogue Cyclops,72
Frozen Knight Hydra,72
Dire Victory Shade,72
Ardent Nimble Haste,72
Earth Assassin Kraken,72
Dark Queen Orc,71
Light Priest Griffin,71
Earth Merchant Kraken,71
Potent Shimmering Strength,71
Frozen Assassin Griffin,71
Light Queen Kraken,71
Dark Rogue Kraken,71
Ardent Chimeric Shield,71
Light Thief Kraken,71
Instant Apocalypse Drain,71
Earth Rogue Cyclops,71
Dark Merchant Orc,71
Dark Queen Cyclops,71
Earth Assassin Cyclops,71
Aura Merchant Cyclops,71
Frozen Thief Orc,71
Irate Oblivion Blight,71
Frozen Undead Griffin,71
Irate Frigid Blight,71
Instant Necro Strength,71
Snow Rogue Goblin,71
Irate Forged Deathgrip,71
Urgent Dark Flight,71
Earth King Hydra,71
Frozen Knight Cyclops,71
Aura Knight Cyclops,71
Light Lord Kraken,71
Death Assassin Kraken,71
Urgent Chimeric Flight,71
Dark Merchant Goblin,71
Light Queen Hydra,71
Death Merchant Griffin,70
Dark Lord Kraken,70
Death Thief Cyclops,70
Frozen King Orc,70
Aura Rogue Griffin,70
Light Undead Griffin,70
Clever Nimble Haste,70
Aura Fighter Goblin,70
Snow Undead Cyclops,70
Aura Undead Cyclops,70
Dire Dark Firebreath,70
Snow Rogue Cyclops,70
Frozen Merchant Cyclops,70
Death Lord Griffin,70
Aura Queen Cyclops,70
Snow King Orc,70
Frozen Thief Goblin,70
Light Knight Cyclops,70
Urgent Hateful Agony,70
Empyrean Life Shade,70
Frozen Warrior Kraken,70
Dark Knight Orc,70
Light Warrior Cyclops,70
Clever Grim Haste,70
Aura Warrior Goblin,70
Earth Thief Griffin,69
Light Thief Griffin,69
Dark King Griffin,69
Zealous Corpse Deathgrip,69
Potent Cataclysmic Shrink,69
Dark Thief Griffin,69
Empyrean Hateful Age,69
Light Assassin Orc,69
Snow Merchant Hydra,69
Death Rogue Orc,69
Frozen Queen Griffin,69
Aura Priest Cyclops,69
Death Knight Cyclops,69
Dark Undead Orc,69
Clever Hateful Lethargy,69
Aura Undead Griffin,69
Clever Gloom Shield,69
Zealous Nimble Blight,69
Death Warrior Cyclops,69
Death Warrior Goblin,69
Zealous Forged Deathgrip,69
Urgent Forged Agony,69
Light Assassin Griffin,69
Snow Assassin Orc,69
Light Fighter Kraken,69
Earth Lord Kraken,69
Light Knight Goblin,69
Earth Rogue Griffin,69
Earth Priest Goblin,68
Zealous Solar Deathgrip,68
Ardent Solar Lethargy,68
Light King Kraken,68
Mighty Gloom Flight,68
Dark Fighter Hydra,68
Dire Nimble Shade,68
Potent Nimble Drain,68
Light Merchant Griffin,68
Dark Lord Griffin,68
Snow Monk Kraken,68
Snow Assassin Griffin,68
Potent Forged Strength,68
Snow Undead Orc,68
Aura Lord Goblin,68
Snow Lord Cyclops,68
Light Warrior Orc,68
Earth Fighter Kraken,68
Mighty Cataclysmic Flight,68
Irate Chimeric Alacrity,68
Potent Hateful Strength,68
Empyrean Solar Age,68
Ardent Shimmering Lethargy,68
Snow Merchant Kraken,67
Earth Merchant Griffin,67
Aura Merchant Hydra,67
Aura King Goblin,67
Potent Nature Strength,67
Aura Priest Kraken,67
Instant Grim Drain,67
Aura Undead Orc,67
Aura King Orc,67
Aura Monk Hydra,67
Light Monk Kraken,67
Ardent Frigid Haste,67
Light Undead Cyclops,67
Light Merchant Cyclops,67
Zealous Nature Deathgrip,67
Urgent Lunar Flight,67
Irate Hateful Deathgrip,67
Light Monk Orc,67
Empyrean Nature Age,67
Dark Merchant Hydra,67
Earth Priest Hydra,67
Snow Monk Goblin,67
Earth King Kraken,67
Light Thief Goblin,67
Earth Knight Cyclops,67
Earth Undead Griffin,67
Death Merchant Cyclops,67
Ardent Necro Lethargy,67
Dire Sorrow Firebreath,67
Earth Knight Hydra,67
Snow Priest Griffin,67
Death Priest Cyclops,67
Clever Necro Lethargy,67
Death Thief Hydra,67
Instant Solar Strength,67
Aura Assassin Kraken,67
Clever Nature Lethargy,67
Aura Knight Kraken,66
Light Rogue Hydra,66
Earth Lord Orc,66
Zealous Life Blight,66
Urgent Oblivion Invert,66
Earth Priest Kraken,66
Dire Necro Age,66
Ardent Cataclysmic Shield,66
Snow Merchant Orc,66
Zealous Dark Alacrity,66
Dire Frigid Shade,66
Death Thief Goblin,66
Snow Lord Hydra,66
Earth Merchant Goblin,66
Earth Fighter Cyclops,66
Frozen Warrior Orc,66
Frozen Rogue Hydra,66
Urgent Necro Agony,66
Potent Necro Strength,66
Death Priest Orc,66
Earth King Griffin,66
Dark Assassin Goblin,66
Dire Chimeric Firebreath,65
Snow Warrior Hydra,65
Dark Undead Goblin,65
Frozen Rogue Cyclops,65
Frozen King Cyclops,65
Earth Rogue Kraken,65
Zealous Necro Deathgrip,65
Earth Undead Orc,65
Dire Shimmering Age,65
Frozen Knight Goblin,65
Earth Undead Cyclops,65
Snow Queen Hydra,65
Frozen Assassin Orc,65
Mighty Oblivion Invert,65
Potent Victory Drain,65
Frozen Warrior Goblin,65
Irate Cataclysmic Alacrity,65
Dark Undead Hydra,65
Snow Thief Orc,65
Dire Cataclysmic Firebreath,65
Ardent Corpse Lethargy,65
Death Fighter Hydra,65
Frozen Undead Orc,64
Dire Solar Age,64
Irate Nimble Blight,64
Death King Orc,64
Instant Shimmering Strength,64
Mighty Miracle Flight,64
Ardent Victory Haste,64
Snow Fighter Griffin,64
Earth Queen Orc,64
Snow Thief Griffin,64
Mighty Corpse Agony,64
Dire Gloom Firebreath,64
Earth King Orc,64
Empyrean Sorrow Firebreath,64
Frozen King Goblin,64
Instant Hateful Strength,64
Aura Monk Orc,64
Light Merchant Orc,64
Empyrean Lunar Firebreath,63
Aura Rogue Kraken,63
Snow King Griffin,63
Earth Thief Kraken,63
Dire Miracle Firebreath,63
Potent Solar Strength,63
Dark Undead Griffin,63
Snow Priest Kraken,63
Instant Corpse Strength,63
Mighty Solar Agony,63
Death Undead Griffin,63
Frozen Thief Cyclops,63
Empyrean Gloom Firebreath,63
Death Monk Griffin,63
Mighty Frigid Invert,63
Empyrean Dark Firebreath,63
Frozen Knight Griffin,63
Empyrean Victory Shade,63
Aura Fighter Kraken,62
Urgent Apocalypse Invert,62
Aura Thief Griffin,62
Instant Lunar Shrink,62
Earth Knight Kraken,62
Aura Lord Cyclops,62
Dark Rogue Griffin,62
Death Fighter Cyclops,62
Dire Apocalypse Shade,62
Urgent Victory Invert,62
Mighty Grim Invert,62
Death Monk Orc,62
Urgent Frigid Invert,62
Snow Lord Goblin,62
Irate Nature Deathgrip,62
Aura Undead Goblin,62
Earth Monk Griffin,62
Mighty Shimmering Agony,62
Instant Miracle Shrink,62
Light Queen Orc,61
Urgent Miracle Flight,61
Snow Priest Orc,61
Earth Merchant Cyclops,61
Light Warrior Hydra,61
Light Priest Kraken,61
Dire Nature Age,61
Ardent Dark Shield,61
Aura Merchant Griffin,61
Zealous Victory Blight,61
Dark Warrior Cyclops,61
Zealous Lunar Alacrity,61
Dire Oblivion Shade,61
Earth Monk Goblin,60
Earth Thief Cyclops,60
Zealous Cataclysmic Alacrity,60
Zealous Gloom Alacrity,60
Frozen Monk Griffin,60
Frozen Warrior Cyclops,60
Irate Life Blight,60
Death Warrior Orc,60
Aura Queen Hydra,60
Death Undead Goblin,60
Zealous Shimmering Deathgrip,60
Death Assassin Hydra,60
Empyrean Necro Age,59
Earth Fighter Goblin,59
Death Undead Kraken,59
Death Fighter Orc,59
Dark King Hydra,59
Potent Grim Drain,59
Irate Solar Deathgrip,59
Irate Shimmering Deathgrip,59
Frozen Knight Orc,59
Earth Assassin Goblin,59
Urgent Cataclysmic Flight,59
Mighty Victory Invert,59
Aura Queen Kraken,59
Dark Knight Kraken,59
Potent Gloom Shrink,58
Urgent Nimble Invert,58
Ardent Gloom Shield,58
Frozen Priest Kraken,58
Snow Fighter Hydra,58
Light Assassin Kraken,58
Instant Dark Shrink,58
Mighty Dark Flight,58
Death Fighter Griffin,58
Urgent Shimmering Agony,58
Zealous Grim Blight,58
Irate Sorrow Alacrity,57
Potent Dark Shrink,57
Clever Sorrow Shield,57
Ardent Hateful Lethargy,57
Aura Lord Kraken,57
Potent Lunar Shrink,57
Instant Cataclysmic Shrink,57
Mighty Hateful Agony,57
Clever Dark Shield,57
Potent Corpse Strength,57
Zealous Oblivion Blight,56
Death Monk Hydra,56
Urgent Nature Agony,56
Mighty Nature Agony,56
Irate Corpse Deathgrip,56
Mighty Apocalypse Invert,56
Urgent Grim Invert,56
Empyrean Grim Shade,55
Clever Lunar Shield,55
Earth Warrior Griffin,55
Clever Miracle Shield,55
Irate Gloom Alacrity,55
Potent Life Drain,54
Frozen Monk Kraken,54
Clever Forged Lethargy,54
Zealous Sorrow Alacrity,54
Clever Frigid Haste,54
Death Warrior Kraken,54
Dire Corpse Age,54
Earth Queen Cyclops,53
Zealous Chimeric Alacrity,53
Clever Apocalypse Haste,53
Zealous Hateful Deathgrip,53
Ardent Apocalypse Haste,52
Instant Forged Strength,52
Empyrean Frigid Shade,52
Clever Cataclysmic Shield,52
Miracle Stun,52
Clever Solar Lethargy,51
Clever Life Haste,51
Irate Necro Deathgrip,49
Solar Ring,48
Necro Maelstrom,47
Miracle Ring,47
Dire Hateful Age,47
Life Ring,47
Cataclysmic Wall,46
Cataclysmic Gale,45
Necro Assault,45
Victory Fire,44
Dark Vortex,44
Forged Torment,44
Sorrow Ring,44
Hateful Ring,43
Sorrow Stun,43
Dark Torment,43
Hateful Assault,43
Forged Ring,42
Chimeric Gravitation,42
Corpse Ring,42
Lunar Wall,42
Corpse Assault,42
Nature Fury,41
Dark Burn,41
Apocalypse Freeze,41
Oblivion Assault,41
Lunar Freeze,41
Chimeric Fire,41
Victory Frost,41
Necro Infuriate,41
Grim Maelstrom,40
Gloom Fury,40
Chimeric Tempest,40
Forged Gale,40
Miracle Invisibility,40
Frigid Ring,40
Miracle Freeze,40
Sorrow Maelstrom,40
Sorrow Tempest,39
Cataclysmic Ring,39
Sorrow Revive,39
Apocalypse Infuriate,39
Frigid Wall,39
Victory Infuriate,39
Hateful Sorrow,39
Cataclysmic Gravitation,39
Solar Vortex,39
Solar Infuriate,39
Grim Freeze,38
Hateful Maelstrom,38
Apocalypse Sorrow,38
Dark Tempest,38
Lunar Gale,38
Nature Frenzy,38
Nature Revive,38
Solar Ice,38
Nature Burst,38
Gloom Infuriate,38
Sorrow Rage,38
Grim Ring,38
Apocalypse Reanimate,38
Solar Burst,38
